team,label
"[('Steve Blake', 'PG'), ('Wayne Ellington', 'SG'), ('Jae Crowder', 'SF'), ('Zach Randolph', 'PF'), ('Jason Smith', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Marcus Thornton', 'SG'), ('DeJuan Blair', 'SF'), ('Luol Deng', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('James Harden', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Jon Leuer', 'SF'), ('Lavoy Allen', 'PF'), ('Dwight Howard', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Tobias Harris', 'SG'), ('Serge Ibaka', 'SF'), ('Luol Deng', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Jodie Meeks', 'SG'), ('Michael Beasley', 'SF'), ('Taj Gibson', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Josh Powell', 'SF'), ('Samardo Samuels', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Caron Butler', 'SG'), ('Al Jefferson', 'SF'), ('Luol Deng', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('James Harden', 'PG'), ('Marcus Thornton', 'SG'), ('Serge Ibaka', 'SF'), ('Luol Deng', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Jodie Meeks', 'SG'), ('Jon Leuer', 'SF'), ('Samardo Samuels', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Willie Warren', 'SF'), ('James Johnson', 'PF'), ('Dwight Howard', 'C')]",1
"[('Steve Blake', 'PG'), ('Marcus Thornton', 'SG'), ('Jon Brockman', 'SF'), ('Travis Outlaw', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Jeffery Taylor', 'SG'), ('Jae Crowder', 'SF'), ('James Johnson', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Wayne Ellington', 'SG'), ('John Lucas III', 'SF'), ('Luol Deng', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Nate Robinson', 'PG'), ('Jodie Meeks', 'SG'), ('Greg Smith', 'SF'), ('Luol Deng', 'PF'), ('Jan Vesely', 'C')]",1
"[('JR Smith', 'PG'), ('Jeffery Taylor', 'SG'), ('Udonis Haslem', 'SF'), ('Travis Outlaw', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Nate Robinson', 'PG'), ('Marcus Thornton', 'SG'), ('Derrick Favors', 'SF'), ('James Johnson', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Caron Butler', 'SG'), ('Tornike Shengelia', 'SF'), ('Lavoy Allen', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Jodie Meeks', 'SG'), ('John Lucas III', 'SF'), ('Travis Outlaw', 'PF'), ('Dwight Howard', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Tobias Harris', 'SG'), ('Craig Brackins', 'SF'), ('Zach Randolph', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Leandro Barbosa', 'SG'), ('Quincy Pondexter', 'SF'), ('Samardo Samuels', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Steve Blake', 'PG'), ('Jeffery Taylor', 'SG'), ('Udonis Haslem', 'SF'), ('Samardo Samuels', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Ray Allen', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Udonis Haslem', 'SF'), ('Lavoy Allen', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Vince Carter', 'PG'), ('Jeffery Taylor', 'SG'), ('Leon Powe', 'SF'), ('Lavoy Allen', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('James Harden', 'PG'), ('Jeffery Taylor', 'SG'), ('Jon Brockman', 'SF'), ('Luol Deng', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Tobias Harris', 'SG'), ('Josh Powell', 'SF'), ('Travis Outlaw', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Mo Williams', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Derrick Favors', 'SF'), ('Luol Deng', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('John Wall', 'PG'), ('Marcus Thornton', 'SG'), ('Derrick Favors', 'SF'), ('Travis Outlaw', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Leandro Barbosa', 'SG'), ('Al Jefferson', 'SF'), ('Zach Randolph', 'PF'), ('Dwight Howard', 'C')]",1
"[('JR Smith', 'PG'), ('Marcus Thornton', 'SG'), ('Serge Ibaka', 'SF'), ('James Johnson', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Leandro Barbosa', 'SG'), ('Derrick Favors', 'SF'), ('Travis Outlaw', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Marcus Thornton', 'SG'), ('Darius Morris', 'SF'), ('Lavoy Allen', 'PF'), ('Tiago Splitter', 'C')]",1
"[('JR Smith', 'PG'), ('Jeffery Taylor', 'SG'), ('Matt Carroll', 'SF'), ('Luol Deng', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Leandro Barbosa', 'SG'), ('Chris Wright', 'SF'), ('Zach Randolph', 'PF'), ('Robin Lopez', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Jodie Meeks', 'SG'), ('Udonis Haslem', 'SF'), ('Samardo Samuels', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jeffery Taylor', 'SG'), ('Derrick Favors', 'SF'), ('Samardo Samuels', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Mo Williams', 'PG'), ('Wayne Ellington', 'SG'), ('Leon Powe', 'SF'), ('Taj Gibson', 'PF'), ('Robin Lopez', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Marcus Thornton', 'SG'), ('Chris Quinn', 'SF'), ('Zach Randolph', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Leandro Barbosa', 'SG'), ('Leon Powe', 'SF'), ('Taj Gibson', 'PF'), ('Tyson Chandler', 'C')]",1
"[('John Wall', 'PG'), ('Caron Butler', 'SG'), ('Noah Vonleh', 'SF'), ('Samardo Samuels', 'PF'), ('Aaron Gray', 'C')]",1
"[('JR Smith', 'PG'), ('Tobias Harris', 'SG'), ('Brian Skinner', 'SF'), ('Luol Deng', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Nate Robinson', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Craig Brackins', 'SF'), ('Luol Deng', 'PF'), ('Tiago Splitter', 'C')]",1
"[('JR Smith', 'PG'), ('Tobias Harris', 'SG'), ('AJ Price', 'SF'), ('James Johnson', 'PF'), ('Robin Lopez', 'C')]",1
"[('Eric Gordon', 'PG'), ('Leandro Barbosa', 'SG'), ('Darius Morris', 'SF'), ('Lavoy Allen', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Vince Carter', 'PG'), ('Jodie Meeks', 'SG'), ('Brian Skinner', 'SF'), ('Lavoy Allen', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Norris Cole', 'PG'), ('Marcus Thornton', 'SG'), ('Matt Carroll', 'SF'), ('Samardo Samuels', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('James Harden', 'PG'), ('Caron Butler', 'SG'), ('Jae Crowder', 'SF'), ('Lavoy Allen', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Marcus Thornton', 'SG'), ('Willie Warren', 'SF'), ('Zach Randolph', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('John Wall', 'PG'), ('Jeffery Taylor', 'SG'), ('Derrick Favors', 'SF'), ('Samardo Samuels', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jodie Meeks', 'SG'), ('Lance Thomas', 'SF'), ('Zach Randolph', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Norris Cole', 'PG'), ('Jodie Meeks', 'SG'), ('Udonis Haslem', 'SF'), ('James Johnson', 'PF'), ('Jan Vesely', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Marcus Thornton', 'SG'), ('Matt Carroll', 'SF'), ('Luol Deng', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Tobias Harris', 'SG'), ('Brian Scalabrine', 'SF'), ('James Johnson', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Steve Blake', 'PG'), ('Tobias Harris', 'SG'), ('Noah Vonleh', 'SF'), ('Lavoy Allen', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Tobias Harris', 'SG'), ('Tornike Shengelia', 'SF'), ('Luol Deng', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Jeffery Taylor', 'SG'), ('Noah Vonleh', 'SF'), ('James Johnson', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Norris Cole', 'PG'), ('Caron Butler', 'SG'), ('Udonis Haslem', 'SF'), ('Samardo Samuels', 'PF'), ('Tiago Splitter', 'C')]",1
"[('James Harden', 'PG'), ('Jeffery Taylor', 'SG'), ('Blake Griffin', 'SF'), ('Taj Gibson', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Mo Williams', 'PG'), ('Tobias Harris', 'SG'), ('Jon Brockman', 'SF'), ('Taj Gibson', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Vince Carter', 'PG'), ('Jodie Meeks', 'SG'), ('Chris Wright', 'SF'), ('Taj Gibson', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Tobias Harris', 'SG'), ('Lance Thomas', 'SF'), ('Lavoy Allen', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jodie Meeks', 'SG'), ('Thomas Robinson', 'SF'), ('Travis Outlaw', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Jodie Meeks', 'SG'), ('Joel Freeland', 'SF'), ('Lavoy Allen', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('James Harden', 'PG'), ('Marcus Thornton', 'SG'), ('Chris Wright', 'SF'), ('Zach Randolph', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Mo Williams', 'PG'), ('Wayne Ellington', 'SG'), ('Serge Ibaka', 'SF'), ('Taj Gibson', 'PF'), ('Jan Vesely', 'C')]",1
"[('Ricky Rubio', 'PG'), ('Jeffery Taylor', 'SG'), ('Zoran Dragic', 'SF'), ('Taj Gibson', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Steve Blake', 'PG'), ('Caron Butler', 'SG'), ('AJ Price', 'SF'), ('Taj Gibson', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Mo Williams', 'PG'), ('Jeffery Taylor', 'SG'), ('John Lucas III', 'SF'), ('Zach Randolph', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Eric Gordon', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Noah Vonleh', 'SF'), ('Lavoy Allen', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Vince Carter', 'PG'), ('Marcus Thornton', 'SG'), ('Jason Kapono', 'SF'), ('Samardo Samuels', 'PF'), ('Dwight Howard', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Caron Butler', 'SG'), ('Hedo Turkoglu', 'SF'), ('Travis Outlaw', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Steve Blake', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Malcolm Thomas', 'SF'), ('Travis Outlaw', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jeffery Taylor', 'SG'), ('Jason Kapono', 'SF'), ('James Johnson', 'PF'), ('Jason Smith', 'C')]",1
"[('Norris Cole', 'PG'), ('Caron Butler', 'SG'), ('Matt Carroll', 'SF'), ('Taj Gibson', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Caron Butler', 'SG'), ('John Lucas III', 'SF'), ('Travis Outlaw', 'PF'), ('Chris Kaman', 'C')]",1
"[('Norris Cole', 'PG'), ('Jodie Meeks', 'SG'), ('Udonis Haslem', 'SF'), ('James Johnson', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Vince Carter', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), (""E'Twaun Moore"", 'SF'), ('James Johnson', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Marcus Thornton', 'SG'), ('Chris Quinn', 'SF'), ('Taj Gibson', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Eric Gordon', 'PG'), ('Jodie Meeks', 'SG'), ('Josh Powell', 'SF'), ('Zach Randolph', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Tobias Harris', 'SG'), ('Hedo Turkoglu', 'SF'), ('Lavoy Allen', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Marcus Thornton', 'SG'), ('Chris Quinn', 'SF'), ('Luol Deng', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Jodie Meeks', 'SG'), ('Jared Cunningham', 'SF'), ('Lavoy Allen', 'PF'), ('Jason Smith', 'C')]",1
"[('Nate Robinson', 'PG'), ('Tobias Harris', 'SG'), ('Michael Beasley', 'SF'), ('Lavoy Allen', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Jeffery Taylor', 'SG'), ('Malcolm Thomas', 'SF'), ('Samardo Samuels', 'PF'), ('Spencer Hawes', 'C')]",1
"[('James Harden', 'PG'), ('Jodie Meeks', 'SG'), ('Michael Beasley', 'SF'), ('Taj Gibson', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jeffery Taylor', 'SG'), ('Jared Cunningham', 'SF'), ('Zach Randolph', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('JR Smith', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Craig Brackins', 'SF'), ('James Johnson', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Vince Carter', 'PG'), ('Tobias Harris', 'SG'), ('Jon Brockman', 'SF'), ('Zach Randolph', 'PF'), ('Dwight Howard', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Jeffery Taylor', 'SG'), ('Darius Morris', 'SF'), ('Samardo Samuels', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Mo Williams', 'PG'), ('Jodie Meeks', 'SG'), ('Josh Powell', 'SF'), ('Travis Outlaw', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Raymond Felton', 'PG'), ('Jeffery Taylor', 'SG'), ('Udonis Haslem', 'SF'), ('James Johnson', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Vince Carter', 'PG'), ('Marcus Thornton', 'SG'), ('Serge Ibaka', 'SF'), ('Samardo Samuels', 'PF'), ('Robin Lopez', 'C')]",1
"[('Ray Allen', 'PG'), ('Wayne Ellington', 'SG'), ('Malcolm Thomas', 'SF'), ('Samardo Samuels', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Jeffery Taylor', 'SG'), ('Chris Quinn', 'SF'), ('Taj Gibson', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Caron Butler', 'SG'), ('Leon Powe', 'SF'), ('Travis Outlaw', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Ricky Rubio', 'PG'), ('Jeffery Taylor', 'SG'), ('Brandan Wright', 'SF'), ('Taj Gibson', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Caron Butler', 'SG'), ('Tornike Shengelia', 'SF'), ('Zach Randolph', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Raymond Felton', 'PG'), ('Leandro Barbosa', 'SG'), ('Michael Beasley', 'SF'), ('Taj Gibson', 'PF'), ('Robin Lopez', 'C')]",1
"[('Raymond Felton', 'PG'), ('Marcus Thornton', 'SG'), ('Serge Ibaka', 'SF'), ('Taj Gibson', 'PF'), ('Aaron Gray', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Wayne Ellington', 'SG'), ('Darius Morris', 'SF'), ('Travis Outlaw', 'PF'), ('Dwight Howard', 'C')]",1
"[('Ray Allen', 'PG'), ('Marcus Thornton', 'SG'), ('Willie Warren', 'SF'), ('Zach Randolph', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Norris Cole', 'PG'), ('Caron Butler', 'SG'), ('Quincy Pondexter', 'SF'), ('Lavoy Allen', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Wayne Ellington', 'SG'), ('Brian Skinner', 'SF'), ('Taj Gibson', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Vince Carter', 'PG'), ('Leandro Barbosa', 'SG'), ('Jared Cunningham', 'SF'), ('Samardo Samuels', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Jeffery Taylor', 'SG'), ('Zoran Dragic', 'SF'), ('Samardo Samuels', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Tobias Harris', 'SG'), ('Brandan Wright', 'SF'), ('Zach Randolph', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Nate Robinson', 'PG'), ('Wayne Ellington', 'SG'), ('DJ White', 'SF'), ('Samardo Samuels', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Mo Williams', 'PG'), ('Jeffery Taylor', 'SG'), ('Jae Crowder', 'SF'), ('Lavoy Allen', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Mo Williams', 'PG'), ('Jeffery Taylor', 'SG'), ('Hedo Turkoglu', 'SF'), ('James Johnson', 'PF'), ('Jan Vesely', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Serge Ibaka', 'SF'), ('Luol Deng', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Caron Butler', 'SG'), ('Jason Kapono', 'SF'), ('Samardo Samuels', 'PF'), ('Jan Vesely', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Caron Butler', 'SG'), ('Chris Wright', 'SF'), ('James Johnson', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Wayne Ellington', 'SG'), ('Willie Warren', 'SF'), ('James Johnson', 'PF'), ('Jason Smith', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Tobias Harris', 'SG'), ('Darius Morris', 'SF'), ('Luol Deng', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Wayne Ellington', 'SG'), ('Lance Thomas', 'SF'), ('Samardo Samuels', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Steve Blake', 'PG'), ('Caron Butler', 'SG'), ('Leon Powe', 'SF'), ('Samardo Samuels', 'PF'), ('Marcin Gortat', 'C')]",1
"[('JR Smith', 'PG'), ('Wayne Ellington', 'SG'), ('Derrick Favors', 'SF'), ('Zach Randolph', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Serge Ibaka', 'SF'), ('Luol Deng', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Mo Williams', 'PG'), ('Wayne Ellington', 'SG'), ('John Lucas III', 'SF'), ('Taj Gibson', 'PF'), ('Dwight Howard', 'C')]",1
"[('James Harden', 'PG'), ('Marcus Thornton', 'SG'), ('Jason Kapono', 'SF'), ('James Johnson', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Willie Warren', 'SF'), ('Zach Randolph', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Raymond Felton', 'PG'), ('Jeffery Taylor', 'SG'), ('Darius Morris', 'SF'), ('Luol Deng', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Tobias Harris', 'SG'), ('Jae Crowder', 'SF'), ('Zach Randolph', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Leandro Barbosa', 'SG'), ('Jared Cunningham', 'SF'), ('Taj Gibson', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Leandro Barbosa', 'SG'), ('Chris Wright', 'SF'), ('Lavoy Allen', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Mo Williams', 'PG'), ('Leandro Barbosa', 'SG'), ('Josh Powell', 'SF'), ('Taj Gibson', 'PF'), ('Jason Smith', 'C')]",1
"[('James Harden', 'PG'), ('Caron Butler', 'SG'), ('Zoran Dragic', 'SF'), ('Luol Deng', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Raymond Felton', 'PG'), ('Marcus Thornton', 'SG'), ('Blake Griffin', 'SF'), ('Lavoy Allen', 'PF'), ('Chris Kaman', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Wayne Ellington', 'SG'), ('Michael Beasley', 'SF'), ('James Johnson', 'PF'), ('Robin Lopez', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Wayne Ellington', 'SG'), ('Udonis Haslem', 'SF'), ('James Johnson', 'PF'), ('Aaron Gray', 'C')]",1
"[('Mo Williams', 'PG'), ('Caron Butler', 'SG'), ('Chris Quinn', 'SF'), ('Travis Outlaw', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Raymond Felton', 'PG'), ('Jodie Meeks', 'SG'), ('Brian Scalabrine', 'SF'), ('James Johnson', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Caron Butler', 'SG'), ('Joel Freeland', 'SF'), ('James Johnson', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Caron Butler', 'SG'), ('Darius Morris', 'SF'), ('Zach Randolph', 'PF'), ('Tyson Chandler', 'C')]",1
"[('James Harden', 'PG'), ('Tobias Harris', 'SG'), ('Blake Griffin', 'SF'), ('Travis Outlaw', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('JR Smith', 'PG'), ('Caron Butler', 'SG'), ('Zoran Dragic', 'SF'), ('Travis Outlaw', 'PF'), ('Robin Lopez', 'C')]",1
"[('John Wall', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Brandan Wright', 'SF'), ('Lavoy Allen', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Leandro Barbosa', 'SG'), ('Chris Quinn', 'SF'), ('Lavoy Allen', 'PF'), ('Robin Lopez', 'C')]",1
"[('Raymond Felton', 'PG'), ('Leandro Barbosa', 'SG'), ('Brian Scalabrine', 'SF'), ('James Johnson', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Ricky Rubio', 'PG'), ('Jeffery Taylor', 'SG'), ('Thomas Robinson', 'SF'), ('Travis Outlaw', 'PF'), ('Jan Vesely', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Wayne Ellington', 'SG'), ('Jared Cunningham', 'SF'), ('Travis Outlaw', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Jeffery Taylor', 'SG'), ('Malcolm Thomas', 'SF'), ('Zach Randolph', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Nate Robinson', 'PG'), ('Marcus Thornton', 'SG'), ('Craig Brackins', 'SF'), ('James Johnson', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Wayne Ellington', 'SG'), ('Jon Brockman', 'SF'), ('Zach Randolph', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Leandro Barbosa', 'SG'), ('Jon Leuer', 'SF'), ('Travis Outlaw', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Pooh Jeter', 'PG'), ('Wayne Ellington', 'SG'), ('Willie Warren', 'SF'), ('Zach Randolph', 'PF'), ('Robin Lopez', 'C')]",1
"[('Vince Carter', 'PG'), ('Jodie Meeks', 'SG'), ('Gani Lawal', 'SF'), ('Luol Deng', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Wayne Ellington', 'SG'), ('AJ Price', 'SF'), ('Samardo Samuels', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Ricky Rubio', 'PG'), ('Tobias Harris', 'SG'), ('Brian Scalabrine', 'SF'), ('Zach Randolph', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Caron Butler', 'SG'), ('Quincy Pondexter', 'SF'), ('Zach Randolph', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Nate Robinson', 'PG'), ('Marcus Thornton', 'SG'), ('Serge Ibaka', 'SF'), ('Luol Deng', 'PF'), ('Chris Kaman', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Caron Butler', 'SG'), ('Al Jefferson', 'SF'), ('Samardo Samuels', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Mo Williams', 'PG'), ('Leandro Barbosa', 'SG'), ('Jon Brockman', 'SF'), ('Lavoy Allen', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Nate Robinson', 'PG'), ('Caron Butler', 'SG'), ('Gani Lawal', 'SF'), ('Travis Outlaw', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Caron Butler', 'SG'), ('AJ Price', 'SF'), ('Lavoy Allen', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Norris Cole', 'PG'), ('Tobias Harris', 'SG'), ('Jon Brockman', 'SF'), ('Travis Outlaw', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Ray Allen', 'PG'), ('Jodie Meeks', 'SG'), ('Chris Wright', 'SF'), ('Zach Randolph', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Nate Robinson', 'PG'), ('Tobias Harris', 'SG'), ('Hedo Turkoglu', 'SF'), ('Samardo Samuels', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Steve Blake', 'PG'), ('Jeffery Taylor', 'SG'), ('Brandan Wright', 'SF'), ('Lavoy Allen', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Jeffery Taylor', 'SG'), ('Jon Leuer', 'SF'), ('Taj Gibson', 'PF'), ('Chris Kaman', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Wayne Ellington', 'SG'), ('Chris Wright', 'SF'), ('Samardo Samuels', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Jeffery Taylor', 'SG'), ('Chris Quinn', 'SF'), ('Samardo Samuels', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Steve Blake', 'PG'), ('Marcus Thornton', 'SG'), ('Jason Kapono', 'SF'), ('Travis Outlaw', 'PF'), ('Chris Kaman', 'C')]",1
"[('Norris Cole', 'PG'), ('Jeffery Taylor', 'SG'), ('Lance Thomas', 'SF'), ('Samardo Samuels', 'PF'), ('Festus Ezeli', 'C')]",1
